window_id,start_cycle,end_cycle,win_cycles,A,M,miss_rate,acc_per_1kcyc,read_frac,mram_hit_frac,mlp_hit,mlp_miss,stall_per_1kcyc,mpkc,std5,std5_norm,wave_done
19,3800001,4000001,200000.0,1656,1584,0.9565217391304348,8.28,0.9704106280193237,0.4444444444444444,1.0,2.158627,446.54746262323226,7.92,0.22049943310692663,0.027624584453385934,1
20,4000001,4200001,200000.0,1620,1548,0.9555555555555556,8.1,0.9746913580246913,0.5416666666666666,1.009818,2.09115,451.75796072891035,7.74,0.2075331298864763,0.026243440805067807,1
21,4200001,4400001,200000.0,1649,1566,0.9496664645239539,8.245,0.9696785930867192,0.5180722891566265,1.0,2.149959,445.0683618710869,7.83,0.20541421567281362,0.02597878027985501,1
22,4400001,4600001,200000.0,1644,1558,0.9476885644768857,8.22,0.9671532846715328,0.5116279069767442,1.021378,2.144329,444.6779789111195,7.79,0.23510635891118825,0.029554539146598134,1
23,4600001,4800001,200000.0,1728,1651,0.9554398148148148,8.64,0.9756944444444444,0.6883116883116883,1.011827,2.23773,452.5174679926742,8.255,0.4800703073514115,0.061437203397928256,1
24,4800001,5000001,200000.0,1698,1632,0.9611307420494699,8.49,0.9770318021201413,0.7424242424242424,1.0,2.23426,447.7867999248073,8.16,0.5179116720064146,0.06706094419350182,1
25,5000001,5200001,200000.0,1467,1407,0.9591002044989775,7.335,0.983640081799591,0.6166666666666667,1.0,1.985318,432.0589565802557,7.035,0.5327241312353714,0.06965535188747009,1
26,5200001,5400001,200000.0,1539,1475,0.958414554905783,7.695,0.9837556855100714,0.578125,1.017488,2.025012,443.3463228080855,7.375,0.41971716667356196,0.05570234461493853,1
27,5400001,5600001,200000.0,1570,1483,0.9445859872611465,7.85,0.9738853503184713,0.5977011494252874,1.015169,2.059205,441.35052625799386,7.415,0.37446628686770034,0.04986235510888152,1
28,5600001,5800001,200000.0,1613,1538,0.95350278983261,8.065,0.9752014879107254,0.6266666666666667,1.017639,2.137017,440.74418385571,7.69,0.28439409276649974,0.037049777588131785,1
29,5800001,6000001,200000.0,1682,1607,0.955410225921522,8.41,0.9785969084423306,0.56,1.013514,2.196946,446.46224556561697,8.035,0.2393637399450448,0.030758640445264034,1
30,6000001,6200001,200000.0,1671,1573,0.9413524835427888,8.355,0.9688809096349491,0.5918367346938775,1.005128,2.108259,458.0346754364453,7.865,0.13338853024333897,0.016990005125887008,1
31,6200001,6400001,200000.0,1660,1581,0.9524096385542169,8.3,0.9759036144578314,0.4936708860759494,1.021992,2.18472,441.691856426308,7.905,0.32230420413094113,0.041566185727487874,1
32,6400001,6600001,200000.0,1638,1552,0.9474969474969475,8.19,0.9713064713064713,0.6046511627906976,1.0,2.086486,456.50829093509384,7.76,0.40420291933691144,0.05350846165434356,1
33,6600001,6800001,200000.0,1532,1441,0.9406005221932114,7.66,0.9680156657963447,0.5274725274725275,1.0,1.988611,443.2650837393537,7.205,0.49601411270293944,0.0677059940899453,1
34,6800001,7000001,200000.0,1491,1407,0.9436619718309859,7.455,0.9664654594232059,0.44047619047619047,1.014493,1.98756,432.44655651515916,7.035,0.5914875315680691,0.08477677104315164,1
35,7000001,7200001,200000.0,1399,1345,0.9614010007147963,6.995,0.9785561115082202,0.48148148148148145,1.001855,1.924266,425.2104032109712,6.725,0.7555329244979949,0.11634322828734134,1
36,7200001,7400001,200000.0,1949,1232,0.6321190354027707,9.745,0.9799897383273474,0.42677824267782427,1.18083,1.793268,431.02770979034256,6.16,0.6943918202286757,0.10792536839115253,1
37,7400001,7600001,200000.0,2769,1069,0.38605994944023114,13.845,0.9685807150595883,0.4988235294117647,1.225755,1.478818,481.248244847259,5.345,0.7794036181597394,0.11987136545059045,1
38,7600001,7800001,200000.0,3176,1381,0.43482367758186397,15.88,0.9748110831234257,0.4935933147632312,1.246268,1.721376,531.1394628660241,6.905,0.9339071152959971,0.13974369524105892,1
39,7800001,8000001,200000.0,3266,1475,0.45162278015921614,16.33,0.966319657072872,0.5159128978224455,1.24791,1.825649,538.1094823507209,7.375,0.9148524471194732,0.13231883817174903,1
40,8000001,8200001,200000.0,3230,1526,0.4724458204334365,16.15,0.9671826625386997,0.4970657276995305,1.246434,1.89582,531.6293594652167,7.63,0.2913974948424975,0.039565172415817695,1
41,8200001,8400001,200000.0,2995,1463,0.48848080133555927,14.975,0.9659432387312187,0.5169712793733682,1.227367,1.801645,534.0805155741876,7.315,0.15895754150238264,0.02114922052985399,1
42,8400001,8600001,200000.0,2856,1520,0.5322128851540616,14.28,0.9604341736694678,0.530688622754491,1.17917,1.83695,541.9405293935737,7.6,0.15951488958865534,0.021024764674924905,1
43,8600001,8800001,200000.0,2947,1532,0.5198506956226672,14.735,0.9609772650152698,0.4826855123674912,1.21689,1.86716,536.030362718785,7.66,0.15805062480256438,0.020848255481145536,1
44,8800001,9000001,200000.0,2919,1546,0.5296334361082563,14.595,0.9653991092840014,0.482884195193008,1.196201,1.878234,534.3874690706357,7.73,0.34739027044590953,0.04635578735600606,1
45,9000001,9200001,200000.0,2685,1520,0.5661080074487895,13.425,0.9620111731843576,0.47296137339055794,1.207379,1.867545,520.5315206195894,7.6,0.9691852248154053,0.13723948241509557,1
46,9200001,9400001,200000.0,2721,1376,0.5056964351341419,13.605,0.9625137816979051,0.4758364312267658,1.219512,1.741358,514.2659146536498,6.88,1.035799208341314,0.15480484357215865,1
47,9400001,9600001,200000.0,2855,1088,0.3810858143607706,14.275,0.9702276707530648,0.5042444821731749,1.260342,1.469561,493.19005187192664,5.44,0.8831449484657075,0.13936325524155074,1
48,9600001,9800001,200000.0,3482,1161,0.3334290637564618,17.41,0.9707064905226881,0.5084015510555795,1.303235,1.515067,524.4801431416821,5.805,1.0442605038976178,0.18584454598640637,1
49,9800001,10000001,200000.0,3556,1192,0.33520809898762655,17.78,0.96822272215973,0.5245346869712352,1.1182,1.5581,534.8128778072428,5.96,2.1251664640682906,0.48102455049078524,1
50,10000001,10200001,200000.0,2908,802,0.27579092159559837,14.54,0.9645804676753783,0.5071225071225072,1.1053,1.271872,443.9456137830512,4.01,2.6885000464944264,0.7947088520527414,1
51,10200001,10400001,200000.0,617,175,0.28363047001620745,3.085,0.9805510534846029,0.5339366515837104,1.0221,1.663372,77.97173365428827,0.875,2.632913310384629,1.1843964509152614,1
52,10400001,10600001,200000.0,279,53,0.18996415770609318,1.395,0.982078853046595,0.5176991150442478,1.0113,1.068455,37.436218985799,0.265,2.1880499308746475,1.1192071257670817,1
53,10600001,10800001,200000.0,6,1,0.16666666666666666,0.03,1.0,0.6,1.00025,1.0,0.7819550112471881,0.005,1.8901402064398696,1.191765577830937,1
54,10800001,11000001,200000.0,3413,924,0.2707295634339291,17.065,0.9624963375329622,0.45038167938931295,1.12445,1.483051,442.2851243507994,4.62,2.0056887844330573,1.4174479041929706,1
55,11000001,11200001,200000.0,1687,433,0.2566686425607587,8.435,0.9614700652045051,0.46570972886762363,1.0627,1.565934,204.55205332715778,2.165,2.030543646416042,1.4692790495050925,1
56,11200001,11400001,200000.0,24,4,0.16666666666666666,0.12,0.9166666666666666,0.3,1.001,1.323394,2.179204299026514,0.02,2.4944964421703517,1.0140229439716864,1
57,11400001,11600001,200000.0,134,20,0.14925373134328357,0.67,1.0,0.4298245614035088,1.0057,1.0,14.963336979218454,0.1,3.010175659326302,1.0573149488325602,1
58,11600001,11800001,200000.0,2654,1079,0.4065561416729465,13.27,0.9559155990957046,0.5187301587301587,1.078725,1.642572,447.86549627772035,5.395,3.4035213382613785,0.9080900048722986,1
59,11800001,12000001,200000.0,3229,1311,0.4060080520284918,16.145,0.9572623103127903,0.4921793534932221,2.0959,1.653941,507.86512152100704,6.555,2.872862248699111,0.5600121342493392,1
60,12000001,12200001,200000.0,3234,1334,0.41249226963512675,16.17,0.9529993815708101,0.5178947368421053,2.095,1.685915,509.9433731010016,6.67,0.7255049965372364,0.11030941105933345,1
61,12200001,12400001,200000.0,3257,1386,0.42554498004298436,16.285,0.9640773718145532,0.4991982896846606,2.09355,1.718861,517.1570193708841,6.93,0.4197826818730024,0.05993470614977188,1
62,12400001,12600001,200000.0,3308,1467,0.44347037484885127,16.54,0.967049576783555,0.5160239000543183,2.09205,1.790534,525.9763724852462,7.335,0.3367231800759918,0.047279300768883974,1
63,12600001,12800001,200000.0,3257,1506,0.46238870125882714,16.285,0.9653054958550814,0.4934323243860651,2.08755,1.83504,523.7939252699855,7.53,1.3158789837977105,0.1977278713445094,1
64,12800001,13000001,200000.0,3270,1429,0.43700305810397555,16.35,0.9660550458715597,0.5214557305812059,2.09205,1.807051,506.64829588104095,7.145,1.4242831530283926,0.22489865040713594,1
65,13000001,13200001,200000.0,3185,867,0.27221350078492934,15.925,0.9667189952904238,0.5064710957722174,2.1159,1.313437,434.4520035653138,4.335,1.4938683007549587,0.25930711695104286,1
66,13200001,13400001,200000.0,3728,1064,0.2854077253218884,18.64,0.9640557939914163,0.5221471471471472,2.133155,1.459715,483.1790495814789,5.32,1.8842617917902285,0.4060034026697322,1
67,13400001,13600001,200000.0,3427,895,0.26116136562591186,17.135,0.9644003501604902,0.5627962085308057,4.1266,1.379042,414.9463250248553,4.475,1.8842617917902285,0.4060034026697322,1
68,13600001,13800001,200000.0,1661,386,0.23239012642986154,8.305,0.963275135460566,0.5129411764705882,4.06375,1.27695,193.2839863288804,1.93,1.8842617917902285,0.4060034026697322,1
