window_id,start_cycle,end_cycle,start_inst,end_inst,hit_sram_rd,hit_sram_wr,hit_mram_rd,hit_mram_wr,miss_rd,miss_wr,sum_lat_miss,cover_time_miss,mlp_miss,sum_inflight_hits,hit_cover_cycles,mlp_hit
20,4000001,4200001,0,0,31,933,36,1120,4477,0,2189629,192193,11.392866,421200,200000,2.106000
21,4200001,4400001,0,0,26,815,18,1140,4294,0,2139534,190971,11.203450,419990,200000,2.099950
22,4400001,4600001,0,0,14,845,46,912,3976,0,1947859,189465,10.280838,418170,200000,2.090850
23,4600001,4800001,0,0,80,972,123,874,3946,0,1909018,189478,10.075143,420490,200000,2.102450
24,4800001,5000001,0,0,102,988,57,1043,4298,0,2152656,190746,11.285458,421900,200000,2.109500
25,5000001,5200001,0,0,21,1150,28,988,4500,0,2307689,191872,12.027232,421862,200000,2.109310
26,5200001,5400001,0,0,107,1292,38,924,4434,0,2322493,194670,11.930410,623610,200000,3.118050
27,5400001,5600001,0,0,81,1216,77,1118,4679,0,2298822,191583,11.999092,624920,200000,3.124600
28,5600001,5800001,0,0,111,870,133,916,4378,0,2153462,191775,11.229107,620300,200000,3.101500
29,5800001,6000001,0,0,39,911,68,950,4135,0,2016664,189983,10.614971,619680,200000,3.098400
30,6000001,6200001,0,0,131,1313,43,908,4562,0,2203969,192074,11.474583,623950,200000,3.119750
31,6200001,6400001,0,0,67,869,55,921,4161,0,2175563,192403,11.307324,619114,200000,3.095570
32,6400001,6600001,0,0,12,786,39,1102,4382,0,2111830,189516,11.143281,819390,200000,4.096950
33,6600001,6800001,0,0,29,953,61,840,4086,0,1975932,189993,10.400025,818830,200000,4.094150
34,6800001,7000001,0,0,25,796,35,919,4264,0,2001024,188663,10.606340,817750,200000,4.088750
35,7000001,7200001,0,0,58,902,28,791,4371,0,2130352,189490,11.242556,817790,200000,4.088950
36,7200001,7400001,0,0,35,876,53,932,4125,0,2096630,191704,10.936809,818960,200000,4.094800
37,7400001,7600001,0,0,33,1072,45,874,4383,0,2058497,188524,10.919018,820240,200000,4.101200
38,7600001,7800001,0,0,63,1068,42,796,4200,0,1985129,188952,10.505996,819690,200000,4.098450
39,7800001,8000001,0,0,75,1167,64,840,4315,0,2113905,189963,11.127983,821460,200000,4.107300
40,8000001,8200001,0,0,19,1026,28,967,4319,0,2180284,190739,11.430719,820400,200000,4.102000
41,8200001,8400001,0,0,9,791,3,1056,4315,0,2105866,191002,11.025361,818590,200000,4.092950
42,8400001,8600001,0,0,49,948,42,1000,4307,0,2049124,188654,10.861811,820390,200000,4.101950
43,8600001,8800001,0,0,52,1132,68,979,4305,0,2085923,189827,10.988547,822309,200000,4.111545
44,8800001,9000001,0,0,31,846,27,982,4148,0,1870002,187808,9.956988,1018860,200000,5.094300
45,9000001,9200001,0,0,26,1077,42,1097,4238,0,1952050,187621,10.404219,1022412,200000,5.112060
46,9200001,9400001,0,0,41,1016,66,918,4310,0,2203854,192451,11.451507,1220410,200000,6.102050
47,9400001,9600001,0,0,38,754,105,953,4341,0,2197604,189780,11.579745,1218500,200000,6.092500
48,9600001,9800001,0,0,16,924,40,1072,4342,0,2191937,189772,11.550371,1220520,200000,6.102600
49,9800001,10000001,0,0,14,957,2,733,4364,0,2134119,190843,11.182590,1217060,200000,6.085300
50,10000001,10200001,0,0,0,1024,1,601,4242,0,2025192,188425,10.748001,1216260,200000,6.081300
51,10200001,10400001,0,0,29,911,15,817,4246,0,1941107,186365,10.415620,1217720,200000,6.088600
52,10400001,10600001,0,0,1,945,17,745,4231,0,1949780,187915,10.375861,1217080,200000,6.085400
53,10600001,10800001,0,0,88,847,31,806,4227,0,2147753,190529,11.272578,1217720,200000,6.088600
54,10800001,11000001,0,0,3,811,29,1050,4464,0,2157522,190962,11.298175,1218930,200000,6.094650
55,11000001,11200001,0,0,81,1138,69,736,4384,0,2187081,190107,11.504474,1220240,200000,6.101200
56,11200001,11400001,0,0,41,928,78,1154,4366,0,2284728,192720,11.855168,1222010,200000,6.110050
57,11400001,11600001,0,0,28,742,1,1173,4298,0,2207133,190414,11.591233,1219440,200000,6.097200
58,11600001,11800001,0,0,17,939,30,961,4464,0,2219728,193340,11.480956,1219470,200000,6.097350
