window_id,start_cycle,end_cycle,win_cycles,A,M,miss_rate,acc_per_1kcyc,read_frac,mram_hit_frac,mlp_hit,mlp_miss,stall_per_1kcyc,mpkc,std5,std5_norm,wave_done
20,4000001,4200001,200000.0,891,891,1.0,4.455,1.0,0.0,1.0,1.013665,529.1511495415152,4.455,0.0933005894909376,0.020322498255486304,1
21,4200001,4400001,200000.0,952,942,0.9894957983193278,4.76,0.9926470588235294,0.0,1.0,1.004582,564.4974725806355,4.71,0.10053606317812856,0.021846167574560746,1
22,4400001,4600001,200000.0,922,922,1.0,4.61,1.0,0.0,1.0,1.004434,552.5937990948136,4.61,0.2207204113790988,0.0469517999104656,1
23,4600001,4800001,200000.0,937,935,0.9978655282817502,4.685,0.9989327641408752,0.0,1.0,1.00501,560.0640789643885,4.675,0.1726774449641873,0.03624631506385124,1
24,4800001,5000001,200000.0,1012,1011,0.9990118577075099,5.06,1.0,1.0,1.0,1.002505,607.1612114652795,5.055,0.18079684731587453,0.03806249417176306,1
25,5000001,5200001,200000.0,955,954,0.9989528795811519,4.775,0.9989528795811519,0.0,1.0,1.007498,570.0338859233467,4.77,0.16336309252508832,0.03410502975471572,1
26,5200001,5400001,200000.0,930,928,0.9978494623655914,4.65,0.9989247311827957,0.0,1.0,1.011647,552.2242442274826,4.64,0.26152437744760826,0.05537251269269707,1
27,5400001,5600001,200000.0,967,962,0.9948293691830403,4.835,0.9948293691830403,0.0,1.0,1.006824,575.1988430947217,4.81,0.21437117343373932,0.045717887275269646,1
28,5600001,5800001,200000.0,868,868,1.0,4.34,1.0,0.0,1.0,1.004051,520.4277471961086,4.34,0.22466641938518245,0.04775056735072953,1
29,5800001,6000001,200000.0,979,977,0.9979570990806946,4.895,0.9989785495403473,0.5,1.0,1.006952,584.3133828027552,4.885,0.24233241631973232,0.05085675053929326,1
30,6000001,6200001,200000.0,973,970,0.9969167523124358,4.865,1.0,0.3333333333333333,1.0,1.011653,577.2737284226905,4.85,0.24680457856239071,0.05217855783560058,1
31,6200001,6400001,200000.0,990,988,0.997979797979798,4.95,1.0,0.0,1.0,1.007989,590.0619947241488,4.94,0.1289670500529579,0.02657470637810795,1
32,6400001,6600001,200000.0,929,927,0.9978471474703983,4.645,0.9978471474703983,0.0,1.0,1.003652,556.0234025339461,4.635,0.13607902115815454,0.02820875231305028,1
33,6600001,6800001,200000.0,992,991,0.998991935483871,4.96,0.998991935483871,0.0,1.0,1.005426,593.3624155333163,4.955,0.16663583047880287,0.03490486604080496,1
34,6800001,7000001,200000.0,952,948,0.9957983193277311,4.76,0.9957983193277311,1.0,1.0,1.002571,570.1125032341849,4.74,0.1552981004370628,0.03259825785832552,1
35,7000001,7200001,200000.0,920,920,1.0,4.6,1.0,0.0,1.0,1.004112,551.5719361983524,4.6,0.13754090300474567,0.028678253337102933,1
36,7200001,7400001,200000.0,980,978,0.9979591836734694,4.9,0.9989795918367347,0.5,1.0,1.006359,585.2557576173116,4.89,0.11971841963273856,0.025035219496599453,1
37,7400001,7600001,200000.0,963,959,0.995846313603323,4.815,0.995846313603323,1.0,1.0,1.00245,576.7870277819343,4.795,0.1455764403993989,0.030621884812662793,1
38,7600001,7800001,200000.0,978,977,0.9989775051124744,4.89,0.9989775051124744,1.0,1.0,1.00187,587.276204896843,4.885,0.15534638714615157,0.03210962942251996,1
39,7800001,8000001,200000.0,921,920,0.998914223669924,4.605,1.0,0.0,1.0,1.007145,549.9108867144255,4.6,0.16103571032340094,0.03321693694789623,1
40,8000001,8200001,200000.0,1005,1004,0.9990049751243781,5.025,0.9990049751243781,1.0,1.0,1.002961,602.8436314273437,5.02,0.19807195662021734,0.04119633041185885,1
41,8200001,8400001,200000.0,988,988,1.0,4.94,1.0,0.0,1.0,1.004142,592.3225997916629,4.94,0.19334554558965333,0.04038127518580897,1
42,8400001,8600001,200000.0,920,919,0.9989130434782608,4.6,1.0,0.0,1.0,1.003603,551.2518396218425,4.595,0.1638215492521124,0.033812497265657875,1
43,8600001,8800001,200000.0,958,957,0.9989561586638831,4.79,1.0,0.0,1.0,1.005271,573.0932256078212,4.785,0.13973188612253262,0.029232612159525658,1
44,8800001,9000001,200000.0,981,977,0.9959225280326198,4.905,0.9979612640163099,0.5,1.0,1.009522,583.0464216530199,4.885,0.10848963083797208,0.022854356612170227,1
45,9000001,9200001,200000.0,941,939,0.997874601487779,4.705,1.0,0.5,1.0,1.005239,562.3919429508804,4.695,0.10848963083798106,0.022494221612685272,1
46,9200001,9400001,200000.0,959,955,0.9958289885297185,4.795,1.0,0.25,1.0,1.005865,571.6178134242666,4.775,0.15678010077608806,0.0327923239439632,1
47,9400001,9600001,200000.0,997,995,0.9979939819458375,4.985,0.9989969909729187,0.5,1.0,1.005321,596.0396436760001,4.975,0.15517731792810155,0.032800109475396654,1
48,9600001,9800001,200000.0,917,915,0.9978189749182116,4.585,0.9978189749182116,0.0,1.0,1.004785,548.2068303169335,4.575,0.21948804067502414,0.0456316092879468,1
49,9800001,10000001,200000.0,927,927,1.0,4.635,1.0,0.0,1.0,1.006427,554.4902909003832,4.635,0.2659746228484204,0.05598287157407291,1
50,10000001,10200001,200000.0,1019,1018,0.9990186457311089,5.095,0.9990186457311089,1.0,1.0,1.006127,609.3240196714729,5.09,0.23482440247844336,0.05005849551874724,1
51,10200001,10400001,200000.0,899,896,0.996662958843159,4.495,1.0,0.6666666666666666,1.0,1.004237,537.2362384974862,4.48,0.2614239851263849,0.05470265434743353,1
52,10400001,10600001,200000.0,936,935,0.9989316239316239,4.68,1.0,0.0,1.0,1.007297,558.7924911917736,4.675,0.2650801765492096,0.05552580153942389,1
53,10600001,10800001,200000.0,1005,1003,0.9980099502487563,5.025,1.0,0.0,1.0,1.005689,600.3903791331118,5.015,0.19845024565204716,0.04234056873310159,1
54,10800001,11000001,200000.0,923,922,0.9989165763813651,4.615,1.0,0.0,1.0,1.004785,552.400762352145,4.61,0.1635313425596438,0.03442040466420623,1
55,11000001,11200001,200000.0,934,931,0.9967880085653105,4.67,0.9989293361884368,0.3333333333333333,1.0,1.008823,555.7802915476749,4.655,0.1733709894975536,0.03610391284830355,1
56,11200001,11400001,200000.0,962,960,0.997920997920998,4.81,1.0,0.0,1.0,1.005869,574.5479779176017,4.8,0.12872451203775911,0.02717426895456177,1
57,11400001,11600001,200000.0,987,986,0.9989868287740629,4.935,1.0,0.0,1.0,1.004238,591.0670578090055,4.93,0.10762202376539919,0.022552813027116342,1
58,11600001,11800001,200000.0,940,938,0.997872340425532,4.7,1.0,0.0,1.0,1.00449,562.1519377992812,4.69,0.09889388251737487,0.020693425929561596,1
59,11800001,12000001,200000.0,960,957,0.996875,4.8,1.0,0.6666666666666666,1.0,1.003349,574.3110342263758,4.785,0.178661691471223,0.03795659474638261,1
60,12000001,12200001,200000.0,944,938,0.9936440677966102,4.72,0.9957627118644068,0.8333333333333334,1.0,1.004327,563.1831737870236,4.69,0.17404740733305524,0.03699987400787738,1
61,12200001,12400001,200000.0,891,888,0.9966329966329966,4.455,0.9966329966329966,1.0,1.0,1.008632,530.6610310995488,4.44,0.1787246485501063,0.03781731877911686,1
62,12400001,12600001,200000.0,985,983,0.9979695431472081,4.925,0.9979695431472081,0.5,1.0,1.00593,588.4975143399641,4.915,0.18033302525981787,0.03842595893028295,1
63,12600001,12800001,200000.0,969,960,0.9907120743034056,4.845,0.9927760577915377,0.7777777777777778,1.0,1.005753,576.1542442528136,4.8,0.18043004184269887,0.03846302320245126,1
64,12800001,13000001,200000.0,928,924,0.9956896551724138,4.64,0.9967672413793104,0.25,1.0,1.003339,554.6168688548936,4.62,0.14342245291223052,0.029923315859009075,1
65,13000001,13200001,200000.0,938,936,0.997867803837953,4.69,1.0,0.0,1.0,1.007064,559.5195538714521,4.68,0.1434224529122244,0.030309055983141254,1
66,13200001,13400001,200000.0,991,990,0.9989909182643795,4.955,0.9989909182643795,0.0,1.0,1.006347,592.2211722199202,4.95,0.16843396331904073,0.035400160428549966,1
67,13400001,13600001,200000.0,923,922,0.9989165763813651,4.615,0.9989165763813651,0.0,1.0,1.008134,550.5656986075263,4.61,0.1499333185097998,0.03126215982272723,1
68,13600001,13800001,200000.0,988,986,0.9979757085020243,4.94,0.9979757085020243,0.0,1.0,1.005501,590.3246242420446,4.93,0.13702189605811996,0.028339585534254388,1
69,13800001,14000001,200000.0,965,962,0.9968911917098445,4.825,0.9979274611398964,0.6666666666666666,1.0,1.008096,574.7530660572008,4.81,0.12881187833178262,0.026691230487315087,1
70,14000001,14200001,200000.0,975,975,1.0,4.875,1.0,0.0,1.0,1.00466,584.2274998506957,4.875,0.22587053813935254,0.04724336710716431,1
71,14200001,14400001,200000.0,986,981,0.9949290060851927,4.93,0.9979716024340771,0.4,1.0,1.021444,578.6038543082146,4.905,0.24417207047358633,0.052084486022522684,1
72,14400001,14600001,200000.0,896,877,0.9787946428571429,4.48,0.9977678571428571,0.3157894736842105,1.0,1.031969,512.2787011237741,4.385,0.23769728647874308,0.05084433935374184,1
73,14600001,14800001,200000.0,898,893,0.9944320712694877,4.49,1.0,0.4,1.0,1.004384,535.3595099882118,4.465,0.223114320471267,0.0485981965740072,1
74,14800001,15000001,200000.0,953,949,0.9958027282266527,4.765,0.9958027282266527,0.25,1.0,1.002991,569.8143433191325,4.745,0.1409964538538207,0.03133950963632379,1
75,15000001,15200001,200000.0,891,891,1.0,4.455,1.0,0.0,1.0,1.007219,532.5376109862899,4.455,0.13311649033592302,0.02927567414469387,1
76,15200001,15400001,200000.0,890,889,0.998876404494382,4.45,0.998876404494382,1.0,1.0,1.00859,530.8399744197344,4.445,0.13164345786765835,0.028938988319995237,1
77,15400001,15600001,200000.0,925,925,1.0,4.625,1.0,0.0,1.0,1.002211,555.6215208174725,4.625,0.10377861050984197,0.022894023937754682,1
78,15600001,15800001,200000.0,897,895,0.9977703455964325,4.485,0.9977703455964325,1.0,1.0,1.001044,538.6680898741713,4.475,0.1855532268632266,0.04012829300675315,1
79,15800001,16000001,200000.0,939,933,0.9936102236421726,4.695,0.9946751863684771,1.0,1.0,1.006314,559.3018920933229,4.665,0.17401867715667263,0.03700163239563527,1
80,16000001,16200001,200000.0,982,982,1.0,4.91,1.0,0.0,1.0,1.008056,586.4396422420976,4.91,0.17077031357750222,0.0362569667892786,1
81,16200001,16400001,200000.0,970,968,0.9979381443298969,4.85,1.0,0.5,1.0,1.004035,580.4541097670898,4.84,0.11030639147103079,0.023095978113699914,1
82,16400001,16600001,200000.0,934,932,0.9978586723768736,4.67,0.9989293361884368,1.0,1.0,1.001617,560.4382241515469,4.66,0.15626899884289086,0.032919527879269196,1
83,16600001,16800001,200000.0,962,961,0.998960498960499,4.81,1.0,0.0,1.0,1.004265,576.065082423464,4.805,0.15626899884289086,0.032919527879269196,1
84,16800001,17000001,200000.0,908,904,0.9955947136563876,4.54,0.9966960352422908,0.25,1.0,1.008381,539.9049008460096,4.52,0.20895573693813893,0.04362332712696011,1
85,17000001,17200001,200000.0,987,982,0.9949341438703141,4.935,0.9949341438703141,0.6,1.0,1.003274,589.8948451170867,4.91,0.21582979404929356,0.04513379214748924,1
86,17200001,17400001,200000.0,1013,1011,0.998025666337611,5.065,1.0,0.0,1.0,1.002172,607.3029380186235,5.055,0.22216547886510082,0.04675199471066936,1
87,17400001,17600001,200000.0,929,924,0.9946178686759957,4.645,1.0,0.0,1.0,1.002579,554.8171266304201,4.62,0.1909384717634506,0.03946640590397904,1
88,17600001,17800001,200000.0,932,931,0.9989270386266095,4.66,1.0,1.0,1.0,1.006605,556.844438781846,4.655,0.19142230799820847,0.03987134097025796,1
89,17800001,18000001,200000.0,993,990,0.9969788519637462,4.965,0.9969788519637462,1.0,1.0,1.005444,593.4130523828279,4.95,0.13297556166212934,0.028160855921670766,1
90,18000001,18200001,200000.0,951,945,0.9936908517350158,4.755,0.9957939011566772,0.6666666666666666,1.0,1.006893,565.8754861142147,4.725,0.12333896383284212,0.026048355614116604,1
91,18200001,18400001,200000.0,936,932,0.9957264957264957,4.68,0.9978632478632479,0.5,1.0,1.007895,557.1090974754314,4.66,0.11572596942501516,0.02436849219309648,1
92,18400001,18600001,200000.0,942,937,0.994692144373673,4.71,0.994692144373673,1.0,1.0,1.003739,563.0727837615158,4.685,0.029664793937560146,0.006319726019931859,1
93,18600001,18800001,200000.0,946,945,0.9989429175475687,4.73,1.0,0.0,1.0,1.005315,565.8823353874159,4.725,0.08777812939086149,0.018581314434983384,1
94,18800001,19000001,200000.0,937,935,0.9978655282817502,4.685,1.0,0.0,1.0,1.003364,560.9828536802198,4.675,0.08871302046125963,0.018648942707853614,1
95,19000001,19200001,200000.0,978,975,0.9969325153374233,4.89,0.9989775051124744,0.0,1.0,1.004305,584.4340115801475,4.875,0.08423182296116367,0.017592277143100184,1
96,19200001,19400001,200000.0,966,965,0.9989648033126294,4.83,1.0,1.0,1.0,1.003472,578.9799897954304,4.825,0.08165476103302792,0.017043364857655587,1
97,19400001,19600001,200000.0,970,968,0.9979381443298969,4.85,1.0,0.5,1.0,1.002509,581.3375745654154,4.84,0.08165476103302792,0.017043364857655587,1
98,19600001,19800001,200000.0,950,948,0.9978947368421053,4.75,1.0,0.5,1.0,1.003268,568.8970405514777,4.74,0.08165476103302792,0.017043364857655587,1
