window_id,start_cycle,end_cycle,start_inst,end_inst,hit_sram_rd,hit_sram_wr,hit_mram_rd,hit_mram_wr,miss_rd,miss_wr,sum_lat_miss,cover_time_miss,mlp_miss,sum_inflight_hits,hit_cover_cycles,mlp_hit
64,12800001,13000001,0,0,1,2,0,1,924,0,128628,128200,1.003339,40,40,1.000000
65,13000001,13200001,0,0,2,0,0,0,936,0,130868,129950,1.007064,20,20,1.000000
66,13200001,13400001,0,0,0,1,0,0,990,0,129848,129029,1.006347,10,10,1.000000
67,13400001,13600001,0,0,0,1,0,0,922,0,130505,129452,1.008134,10,10,1.000000
68,13600001,13800001,0,0,0,2,0,0,986,0,127029,126334,1.005501,20,20,1.000000
69,13800001,14000001,0,0,0,1,1,1,962,0,130627,129578,1.008096,30,30,1.000000
70,14000001,14200001,0,0,0,0,0,0,975,0,128481,127885,1.004660,0,0,1.000000
71,14200001,14400001,0,0,3,0,0,2,981,0,131756,128990,1.021444,50,50,1.000000
72,14400001,14600001,0,0,13,0,4,2,877,0,134349,130187,1.031969,190,190,1.000000
73,14600001,14800001,0,0,3,0,2,0,893,0,132202,131625,1.004384,50,50,1.000000
74,14800001,15000001,0,0,0,3,0,1,949,0,131443,131051,1.002991,40,40,1.000000
75,15000001,15200001,0,0,0,0,0,0,891,0,132416,131467,1.007219,0,0,1.000000
76,15200001,15400001,0,0,0,0,0,1,889,0,134788,133640,1.008590,10,10,1.000000
77,15400001,15600001,0,0,0,0,0,0,925,0,132377,132085,1.002211,0,0,1.000000
78,15600001,15800001,0,0,0,0,0,2,895,0,131408,131271,1.001044,20,20,1.000000
79,15800001,16000001,0,0,0,0,1,5,933,0,132446,131615,1.006314,60,60,1.000000
80,16000001,16200001,0,0,0,0,0,0,982,0,128010,126987,1.008056,0,0,1.000000
81,16200001,16400001,0,0,1,0,1,0,968,0,126917,126407,1.004035,20,20,1.000000
82,16400001,16600001,0,0,0,0,1,1,932,0,130724,130513,1.001617,20,20,1.000000
83,16600001,16800001,0,0,1,0,0,0,961,0,131623,131064,1.004265,10,10,1.000000
84,16800001,17000001,0,0,1,2,0,1,904,0,131379,130287,1.008381,40,40,1.000000
85,17000001,17200001,0,0,0,2,0,3,982,0,127163,126748,1.003274,50,50,1.000000
86,17200001,17400001,0,0,2,0,0,0,1011,0,127822,127545,1.002172,20,20,1.000000
87,17400001,17600001,0,0,5,0,0,0,924,0,130234,129899,1.002579,50,50,1.000000
88,17600001,17800001,0,0,0,0,1,0,931,0,130452,129596,1.006605,10,10,1.000000
89,17800001,18000001,0,0,0,0,0,3,990,0,128166,127472,1.005444,30,30,1.000000
90,18000001,18200001,0,0,2,0,0,4,945,0,131608,130707,1.006893,60,60,1.000000
91,18200001,18400001,0,0,2,0,0,2,932,0,129447,128433,1.007895,40,40,1.000000
92,18400001,18600001,0,0,0,0,0,5,937,0,131805,131314,1.003739,50,50,1.000000
93,18600001,18800001,0,0,1,0,0,0,945,0,130137,129449,1.005315,10,10,1.000000
94,18800001,19000001,0,0,2,0,0,0,935,0,129736,129301,1.003364,20,20,1.000000
95,19000001,19200001,0,0,2,1,0,0,975,0,127839,127291,1.004305,30,30,1.000000
96,19200001,19400001,0,0,0,0,1,0,965,0,132094,131637,1.003472,10,10,1.000000
97,19400001,19600001,0,0,1,0,1,0,968,0,126250,125934,1.002509,20,20,1.000000
98,19600001,19800001,0,0,1,0,1,0,948,0,129562,129140,1.003268,20,20,1.000000
